the	4270
and	2210
to	1710
of	1585
a	1498
in	1295
he	1204
was	1165
his	980
had	809
that	748
her	745
i	704
she	680
it	673
for	595
on	496
with	492
but	462
you	457
at	452
him	427
not	418
as	394
they	350
when	344
from	336
were	332
is	303
there	275
ceacutecile	275
have	265
all	264
one	251
be	250
little	250
out	247
so	241
this	235
my	233
would	225
up	220
very	210
by	202
like	200
father	196
them	193
old	189
been	179
me	176
will	175
could	171
no	170
auclair	168
into	161
their	160
down	158
about	157
an	154
we	153
if	152
went	149
after	149
which	146
made	144
are	141
 	139
de	138
back	132
came	131
or	130
never	130
over	126
jacques	126
mother	124
long	124
time	121
who	120
man	116
said	115
do	114
your	114
where	112
come	112
some	109
always	108
now	107
before	104
put	104
did	102
only	101
much	101
count	95
good	94
bishop	94
more	93
too	91
years	90
see	90
last	88
great	88
than	86
day	86
house	85
well	85
what	85
here	84
go	84
two	82
even	82
home	82
france	82
monsieur	82
then	81
while	80
took	79
know	78
our	77
people	77
shop	75
madame	75
can	75
those	73
away	73
looked	73
pierre	73
door	73
quebec	73
many	72
himself	72
new	70
upon	69
life	69
again	68
must	68
began	67
brought	67
church	66
such	66
own	65
something	65
first	64
behind	64
la	63
every	63
still	62
way	62
night	62
boy	62
these	62
how	62
any	62
told	61
make	61
through	61
world	60
because	60
am	60
has	60
got	59
off	59
hand	59
perhaps	58
knew	58
saw	58
its	58
monseigneur	57
morning	56
just	55
under	55
town	55
head	55
other	55
le	55
us	54
once	54
seemed	53
face	52
winter	52
things	52
river	52
get	52
better	51
used	51
king	50
should	49
look	49
eyes	49
everything	49
bed	49
take	49
children	48
say	48
young	48
thought	48
since	47
ever	47
though	47
until	47
stood	47
why	46
saintvallier	46
cold	46
canada	46
heard	46
enough	46
poor	46
apothecary	45
hill	45
felt	45
fire	45
without	45
think	44
often	44
snow	44
sat	43
called	43
give	43
oh	43
gone	42
left	42
black	42
soon	41
another	41
montreal	41
three	41
shall	40
herself	40
child	40
found	40
kitchen	40
almost	40
same	39
rock	39
tell	39
daughter	39
family	39
most	38
asked	38
mass	38
dark	37
ago	37
charron	37
against	37
seen	37
between	37
blinker	37
kept	36
next	35
white	35
place	35
yes	35
remember	35
keep	35
light	34
kind	34
nothing	34
fathers	34
pommier	33
early	33
high	33
kebec	33
sent	33
anything	33
days	33
men	33
full	33
far	33
few	33
grey	33
carried	32
warm	32
lived	32
died	32
mind	32
dont	32
chacircteau	32
son	31
gave	31
set	31
might	31
both	31
sometimes	30
hear	30
room	30
indeed	30
hector	30
along	30
year	30
captain	28
god	28
going	28
ships	28
hard	27
auclairs	27
shoes	27
friends	27
spoke	27
laval	27
summer	27
hour	27
hands	27
woman	27
blue	27
dinner	27
euclide	27
table	26
sure	26
heavy	26
street	26
heart	26
lost	26
counts	26
afternoon	26
fine	26
across	26
lay	26
bring	26
country	26
wish	26
glass	25
feet	25
water	25
already	25
talk	25
small	25
meant	25
four	25
rather	25
cannot	25
part	25
window	24
ill	24
rose	24
holy	24
whether	24
leave	24
open	24
five	24
wind	24
fresh	24
let	24
cap	24
mademoiselle	24
front	23
woods	23
girl	23
bad	23
ran	23
certainly	23
taken	23
red	23
together	23
making	23
voice	23
evening	23
death	23
near	23
dear	23
find	23
air	22
lower	22
windows	22
may	22
wood	22
everyone	22
looking	22
among	22
forest	21
moment	21
believe	21
side	21
sick	21
given	21
grew	21
papa	21
during	21
governor	21
work	21
right	21
live	21
kings	21
else	21
return	21
whom	21
coming	21
trade	21
turned	21
wall	21
feel	21
fell	21
gold	21
slept	21
liked	21
today	21
changed	21
sun	20
large	20
except	20
beside	20
frontenac	20
held	20
floor	20
market	20
being	20
pray	20
juschereau	20
indians	20
indian	20
paris	20
beautiful	20
sister	20
foot	20
eat	19
word	19
above	19
carry	19
jeanne	19
ah	19
bishops	19
cathedral	19
each	19
sky	19
softly	19
big	19
chair	19
salon	19
scarcely	19
late	19
name	19
afraid	19
cut	19
thing	18
became	18
sailors	18
stone	18
court	18
nearly	18
candle	18
garden	18
age	18
palace	18
wild	18
suddenly	18
icircle	18
box	18
wanted	18
rich	18
catherine	18
south	18
supper	18
chapel	18
passed	18
saint	18
quite	18
noeumll	18
friend	17
sit	17
hair	17
mothers	17
houses	17
hope	17
weather	17
ones	17
soup	17
french	17
toinette	17
help	17
shore	17
tonight	17
sea	17
bread	17
forget	17
story	17
become	17
loved	16
strong	16
frozen	16
boat	16
care	16
chocolate	16
course	16
feeling	16
known	16
seminary	16
sleep	16
canadian	16
sisters	16
weeks	16
coat	16
english	16
fur	16
speak	16
walls	16
happy	16
best	16
yet	16
done	16
deal	16
alone	15
hours	15
girls	15
aunt	15
laughed	15
les	15
iron	15
brown	15
built	15
please	15
wooden	15
fellow	15
short	15
end	15
living	15
green	15
sight	15
happened	15
ber	15
sofa	15
deep	15
means	15
nobody	15
brandy	15
thinking	15
dame	15
heaven	15
shut	15
does	15
blessed	15
wine	15
inside	15
want	15
wished	15
need	15
autumn	15
returned	15
visit	15
narrow	15
et	14
within	14
watching	14
tall	14
fall	14
thick	14
clean	14
order	14
glad	14
mountain	14
toward	14
grandfather	14
watch	14
smiled	14
roofs	14
call	14
dropped	14
pigeon	14
having	14
altar	14
food	14
true	14
low	14
oclock	14
neighbours	14
opened	14
island	14
threw	13
silver	13
standing	13
matter	13
arms	13
convent	13
spring	13
mouth	13
candles	13
bitter	13
shook	13
empty	13
grow	13
antoine	13
figure	13
tone	13
notre	13
bichet	13
bell	13
women	13
sound	13
blood	13
streets	13
bear	13
placed	13
chance	13
walk	13
caught	13
growing	13
drew	13
st	13
je	13
picard	13
remembered	13
upstairs	13
present	13
change	13
cellar	13
square	13
read	12
boys	12
parrot	12
hocirctel	12
midnight	12
tomorrow	12
milk	12
dieu	12
pondaven	12
different	12
love	12
closed	12
angels	12
begun	12
pine	12
walked	12
ground	12
carrying	12
dream	12
tried	12
beaver	12
trees	12
sighed	12
six	12
sailor	12
pay	12
knees	12
presently	12
seated	12
carriage	12
mission	12
harnois	12
building	12
dorleacuteans	12
anne	12
trouble	12
sainte	12
past	11
vous	11
taking	11
really	11
close	11
cup	11
voyage	11
silence	11
duties	11
turn	11
die	11
corner	11
times	11
jesuits	11
roof	11
dressed	11
