the	3265
and	1644
to	1608
a	1203
her	1099
was	997
she	964
in	937
of	877
he	757
had	644
his	621
on	509
i	471
you	457
it	456
with	424
that	404
for	401
at	366
mrs	327
but	317
as	316
up	283
were	280
out	279
when	270
from	267
him	263
an	256
not	253
they	234
be	224
there	217
down	211
nancy	203
blake	193
all	190
would	190
me	189
this	181
back	180
by	177
no	169
been	160
over	156
into	149
never	148
like	148
after	148
now	146
mill	144
come	143
one	141
about	139
colbert	139
till	139
them	137
came	135
have	135
if	134
could	134
so	131
old	130
their	130
good	123
is	118
house	117
who	116
put	114
went	113
my	108
here	107
said	105
little	105
long	104
got	103
go	101
before	99
or	96
very	96
which	95
see	94
girl	93
mr	92
where	85
how	85
dont	84
do	83
did	83
we	81
miller	80
well	80
your	79
time	79
its	77
two	77
way	77
some	76
took	76
mother	76
martin	76
get	75
mistress	74
room	74
place	74
know	73
morning	73
creek	73
night	73
away	72
always	72
young	71
what	71
than	70
off	70
more	68
take	67
sat	67
door	67
made	66
home	66
while	64
day	64
chair	63
through	62
knew	62
will	62
then	62
along	62
henry	62
miss	61
man	61
rachel	61
must	61
face	60
road	57
looked	57
just	56
last	56
winchester	55
people	55
much	55
told	54
brought	53
first	53
still	53
stood	53
heard	52
right	51
years	51
even	51
since	50
eyes	50
are	50
bed	50
set	50
washington	49
herself	49
de	49
every	48
aint	48
lizzie	48
any	47
yes	47
own	47
big	47
hands	46
only	46
left	46
hand	46
head	45
make	45
under	45
father	45
thought	45
behind	45
ever	45
im	44
too	44
going	44
say	44
fairhead	44
sapphy	44
called	44
something	44
kitchen	43
gave	43
can	43
ill	43
sapphira	42
turned	42
things	42
woman	42
tell	42
why	41
though	41
boy	41
better	41
bluebell	41
few	40
men	40
look	40
saw	40
often	40
himself	40
once	40
didnt	40
doctor	40
sampson	40
used	40
talk	39
table	39
kept	39
master	39
gone	38
many	38
wife	37
let	37
those	37
folks	37
black	36
em	36
country	36
days	35
maybe	35
again	35
jezebel	35
round	35
white	35
across	35
other	34
found	34
nothing	34
town	34
new	34
mind	34
blakes	34
us	34
seemed	33
sent	33
girls	33
keep	33
work	33
might	33
id	32
voice	32
soon	32
hard	32
miz	32
great	32
felt	32
poor	31
dark	31
between	31
until	31
spoke	31
run	31
mam	30
water	30
began	30
life	30
cant	30
liked	30
asked	30
parlour	30
sometimes	29
anything	29
lived	29
these	29
seen	28
tap	28
children	28
find	28
give	28
think	28
cabin	28
jeff	28
has	28
horses	27
carried	27
stage	27
upon	27
bad	27
because	27
want	27
open	27
hall	27
servants	27
help	27
sir	26
friends	26
another	26
four	26
daughter	26
boys	26
fur	26
heavy	26
cold	26
visit	26
such	26
coming	26
ridge	26
outside	26
early	26
our	26
horse	26
window	26
aunt	26
pretty	25
done	25
stay	25
winter	25
church	25
far	25
letter	25
feet	25
walked	25
oh	25
enough	25
foot	25
woods	25
family	24
blue	24
mary	24
ran	24
held	24
light	24
negroes	24
colberts	24
read	24
hill	24
husband	24
deep	23
against	23
shes	23
county	23
certainly	23
women	23
mountain	23
side	23
sit	23
kind	23
nancys	23
dinner	23
small	23
spring	23
front	23
caught	23
child	22
sitting	22
almost	22
most	22
full	22
yard	22
toward	22
without	22
lay	22
chestnut	22
high	22
green	22
laughed	22
thing	22
both	22
sleep	22
hat	21
wont	21
thats	21
supper	21
ringer	21
darkies	21
call	21
stopped	21
yet	21
summer	21
feel	21
tree	21
kin	21
red	21
shoulders	21
tall	20
dodderidge	20
together	20
breakfast	20
hour	20
word	20
farm	20
hes	20
reached	20
around	20
sure	20
yellow	20
moment	20
floor	20
windows	20
low	20
end	19
whitford	19
sound	19
send	19
ive	19
three	19
name	19
leave	19
uncle	19
glad	19
best	19
wasnt	19
rose	19
everything	19
taken	19
please	19
beside	19
youre	18
book	18
trees	18
looking	18
mothers	18
same	18
david	18
fire	18
world	18
lawndis	18
clavenger	18
carry	18
smile	18
garden	18
hair	17
office	17
among	17
afraid	17
drew	17
missy	17
meant	17
coat	17
couldnt	17
except	17
bread	17
carriage	17
hours	17
tea	17
mistresss	17
close	17
trouble	17
slaves	17
followed	17
already	17
coffee	17
fell	17
year	17
married	17
likely	17
air	17
ride	17
remember	17
post	17
company	16
nothin	16
stand	16
money	16
walk	16
drove	16
met	16
hear	16
may	16
bright	16
ask	16
fine	16
being	16
sunday	16
nobody	16
closed	16
millers	16
opened	16
clean	16
heart	16
watch	16
wouldnt	16
matter	16
given	16
standing	16
threw	15
sun	15
tills	15
ought	15
dress	15
jist	15
fresh	15
account	15
second	15
drive	15
lost	15
longer	15
negro	15
dave	15
flowers	15
real	15
baltimore	15
basket	15
died	15
speak	15
easy	15
cut	15
betty	15
times	15
whom	15
sick	15
meet	15
easter	15
should	15
hold	15
late	15
wide	14
youve	14
minute	14
perhaps	14
bywaters	14
virginia	14
loudoun	14
talked	14
arm	14
live	14
pleasant	14
week	14
known	14
each	14
use	14
youll	14
wooden	13
care	13
stayed	13
niggers	13
next	13
theres	13
rode	13
six	13
timber	13
nor	13
changed	13
war	13
michael	13
above	13
cherries	13
warm	13
body	13
matchem	13
figure	13
none	13
quite	13
ready	13
fat	13
dey	13
maid	13
alone	13
afternoon	13
git	13
meadow	13
thank	13
happened	13
jezebels	13
bare	13
scarcely	13
near	13
wore	12
happy	12
laugh	12
show	12
words	12
porch	12
hills	12
tomorrow	12
broke	12
son	12
martins	12
whats	12
course	12
talking	12
nice	12
eat	12
wanted	12
hot	12
inside	12
different	12
raised	12
getting	12
needed	12
damp	12
school	12
upper	12
service	12
themselves	12
dressed	12
fathers	12
ago	12
feeling	12
grew	12
thinking	12
arms	12
indeed	12
today	11
wait	11
wild	11
clear	11
else	11
lifted	11
anybody	11
dat	11
neither	11
slowly	11
cabins	11
captain	11
dropped	11
nigger	11
evening	11
theyre	11
neighbourhood	11
owned	11
top	11
spare	11
passed	11
believe	11
iron	11
crossed	11
flour	11
presently	11
tried	11
turn	11
allowed	11
appeared	11
half	11
strong	11
field	11
path	11
step	11
shade	11
lively	11
holding	11
north	11
reckon	11
flash	11
waiting	11
forward	10
bring	10
sapphiras	10
stop	10
covered	10
wood	10
become	10
visitors	10
learned	10
break	10
coloured	10
smiled	10
business	10
ii	10
making	10
whatever	10
upstairs	10
am	10
sold	10
english	10
square	10
believed	10
soft	10
having	10
sweet	10
mean	10
drank	10
capon	10
michaels	10
loved	10
tonight	10
families	10
preacher	10
brush	10
brothers	10
trained	10
yourself	10
became	10
trunk	10
shut	10
rough	10
death	10
slipped	10
story	10
line	10
free	10
lying	10
sister	10
love	10
pennsylvania	10
houses	10
grey	10
youd	10
sarah	9
shed	9
wished	9
really	9
god	9
knows	9
rest	9
whether	9
mate	9
hope	9
deck	9
sight	9
neighbours	9
bushes	9
everyone	9
casper	9
need	9
straight	9
mountains	9
fields	9
led	9
speaking	9
grass	9
moments	9
jefferson	9
cup	9
river	9
seem	9
darky	9
myself	9
weather	9
chance	9
helped	9
expected	9
quick	9
shoes	9
west	9
box	9
manners	9
comes	9
oclock	9
dam	9
ground	9
shining	9
season	9
five	9
surely	9
apron	9
ice	9
chest	9
large	9
later	9
says	9
softly	9
stables	9
land	9
hurt	9
plenty	9
sampsons	9
past	9
able	9
born	9
slept	9
cheeks	9
martinsburg	9
diningroom	9
henrys	9
stream	9
also	9
wondered	9
shook	9
hung	9
city	9
nearly	9
leaned	9
stepped	9
mouth	9
gal	9
hickory	9
sell	9
sing	9
breath	8
write	8
silent	8
stockings	8
taylor	8
conversation	8
anyone	8
usual	8
ways	8
iii	8
chamber	8
corn	8
paper	8
linen	8
during	8
knowed	8
seat	8
colour	8
horseback	8
gold	8
lately	8
finger	8
hayfield	8
party	8
glance	8
brick	8
clouds	8
buried	8
return	8
plain	8
suddenly	8
earth	8
handy	8
bear	8
grandmother	8
stairs	8
fast	8
wheat	8
stranger	8
fellow	8
laurel	8
farmers	8
s	8
broken	8
rather	8
tired	8
silence	8
sapphys	8
rang	8
part	8
agin	8
listen	8
nephew	8
double	8
clothes	8
bell	8
smell	8
picked	8
shirt	8
housekeeper	8
neat	8
asleep	8
romney	8
masters	8
possible	8
several	8
usually	8
position	8
fall	8
blood	8
brown	8
cook	8
running	8
seated	8
whole	8
pick	8
coach	8
seldom	8
settled	8
fixed	8
smokehouse	8
glass	8
faces	8
true	8
pale	8
don	8
carrying	8
wind	8
quiet	7
younger	7
agreed	7
daughters	7
mansoul	7
wid	7
slippers	7
common	7
gate	7
mowers	7
riding	7
smart	7
zach	7
bedroom	7
march	7
watching	7
fo	7
fence	7
someone	7
eye	7
driver	7
bore	7
spread	7
afterward	7
wet	7
property	7
goes	7
sugar	7
deal	7
manner	7
