the	7208
and	3847
to	3481
a	2814
he	2712
of	2571
in	2167
was	1941
his	1900
had	1362
that	1305
it	1257
with	1029
claude	1023
her	1020
i	1018
they	989
she	986
on	962
for	911
you	901
him	889
at	860
as	808
were	800
up	605
when	598
but	588
out	571
be	550
not	532
one	503
about	486
all	484
there	478
from	461
this	447
if	443
have	442
like	441
them	441
their	435
would	415
over	403
been	387
so	370
down	369
could	351
into	337
by	306
little	303
an	297
back	282
what	277
went	275
or	271
said	269
is	265
came	263
no	257
wheeler	252
do	248
see	242
who	237
old	234
go	231
are	231
its	231
get	230
dont	230
men	227
never	226
got	220
now	215
enid	215
some	214
me	214
before	206
did	204
more	202
made	197
after	197
come	194
where	194
off	193
well	193
long	192
than	188
which	186
time	183
mrs	181
mother	181
we	179
my	176
looked	174
how	173
know	173
always	172
much	172
here	171
your	169
put	169
going	167
very	167
home	163
only	161
man	160
took	159
any	159
too	158
way	158
himself	158
people	157
thought	156
can	153
something	152
good	151
mr	149
day	148
two	148
began	148
away	144
things	142
seemed	142
make	141
take	141
house	140
first	138
must	135
through	135
will	132
anything	132
look	131
then	129
boys	129
didnt	127
sat	126
left	126
eyes	124
other	123
under	123
night	123
told	121
own	119
think	119
while	118
just	118
big	117
ralph	117
still	117
young	116
mahailey	116
felt	116
along	115
face	112
why	112
even	111
im	111
head	110
place	109
boy	108
stood	107
say	107
morning	106
new	106
these	106
again	105
hand	100
knew	100
nothing	99
ever	98
right	97
ill	97
town	96
asked	96
upon	95
found	95
every	94
father	93
bayliss	92
saw	92
life	92
looking	91
room	91
last	90
world	89
white	89
want	89
such	88
might	88
great	88
claudes	85
better	85
country	84
those	84
work	84
car	84
ive	83
let	82
few	82
mind	81
war	80
light	79
turned	79
thing	78
ran	78
without	78
another	77
full	77
hands	76
enough	76
once	76
called	76
oh	76
has	75
ernest	75
yes	75
water	74
until	73
gerhardt	73
girl	72
door	72
gladys	72
days	71
red	70
almost	70
hicks	70
brought	69
many	69
everything	69
our	69
together	69
moment	68
since	68
wont	68
often	67
though	67
read	66
german	65
years	65
used	65
kept	65
behind	64
black	64
cant	64
against	63
because	63
give	62
table	62
find	62
talk	62
feeling	62
tell	62
couldnt	62
bed	62
heard	62
david	61
gone	61
far	61
should	60
seen	60
kind	60
leonard	59
us	59
hes	59
same	59
rose	59
sun	59
colonel	58
fields	57
air	57
lay	57
front	56
wouldnt	56
thats	56
liked	56
frankfort	56
being	56
girls	56
officers	56
stopped	56
wanted	56
woman	56
french	55
sometimes	55
yet	55
voice	55
coming	54
heavy	54
most	54
whether	54
dark	53
four	53
end	53
afternoon	53
royce	53
believe	52
herself	52
feel	52
keep	51
beside	51
fine	51
cut	51
three	51
gave	51
quite	51
hill	51
kitchen	51
next	51
company	51
lieutenant	50
doctor	50
sure	50
garden	50
hard	49
school	49
toward	48
suppose	48
clothes	48
supper	47
evening	47
farm	47
open	47
friends	47
walked	47
between	47
across	47
brother	47
wasnt	46
lost	46
course	46
window	46
guess	46
already	46
trees	46
afraid	46
sent	46
americans	46
hair	45
road	45
help	45
side	44
tried	44
each	44
summer	44
pretty	44
soon	44
among	43
done	43
ought	43
able	43
brown	43
standing	42
green	42
both	42
poor	42
meant	42
women	41
victor	41
ground	41
winter	41
dead	41
france	41
clean	41
laughed	41
matter	41
else	41
hadnt	41
aint	41
themselves	40
run	40
strong	40
bad	40
blue	40
half	40
low	40
part	40
high	40
getting	40
english	40
farmer	40
creek	39
business	39
dinner	39
fanning	39
hour	39
arm	39
ago	39
warm	39
dan	39
youll	39
fell	38
best	38
erlich	38
care	38
early	38
leave	38
breakfast	38
feet	37
windows	37
worked	37
around	37
sit	37
nobody	37
sitting	37
train	37
trying	37
quiet	37
horses	37
family	37
rather	37
fellow	37
theres	36
chair	36
street	36
money	36
field	36
short	36
bring	36
wife	36
grey	36
live	36
held	36
soldiers	36
wheat	36
madame	35
caught	35
hold	35
sleep	35
broke	35
fellows	35
pale	35
soft	35
sort	35
carried	35
rest	35
grew	35
deal	34
fire	34
glad	34
hear	34
later	34
sky	34
whole	34
sir	34
year	34
hot	34
coat	33
line	33
dry	33
land	33
round	33
snow	33
living	33
alone	33
youre	33
edge	33
set	33
id	33
sick	33
happened	33
captain	32
reached	32
army	32
clear	32
cold	32
fall	32
watched	32
ones	32
beautiful	32
shook	32
met	32
thinking	32
hat	32
perhaps	32
shoulders	32
really	32
opened	32
mill	32
mean	32
name	31
understand	31
hospital	31
followed	31
probably	31
hung	31
may	31
havent	31
deep	31
talking	31
american	31
youve	31
sea	31
except	30
upstairs	30
believed	30
ask	30
talked	30
church	30
play	30
threw	30
forward	30
hours	30
oclock	30
bright	29
stay	29
