the	3169
and	1940
to	1700
a	1401
of	1324
he	1263
in	1035
was	1011
i	899
his	881
it	879
that	795
had	738
you	595
with	538
for	483
on	436
him	379
but	371
her	369
at	356
as	346
were	328
she	313
they	306
when	297
have	287
we	275
up	266
about	265
out	258
all	256
me	253
there	246
be	244
not	234
st	229
my	228
would	225
one	221
so	214
them	214
peter	214
from	208
been	205
like	203
this	178
is	172
by	171
if	169
an	168
very	164
down	160
little	155
could	147
its	146
no	140
your	139
never	137
into	133
said	133
went	133
what	128
do	124
old	124
or	122
back	120
than	117
over	117
 	114
get	113
came	113
professor	113
our	110
are	108
got	108
their	107
louie	106
some	104
just	104
didnt	104
more	104
know	103
house	102
after	102
any	102
always	102
much	100
see	100
who	99
made	98
before	97
time	97
go	96
how	95
come	94
good	91
well	91
man	91
mrs	88
us	88
dont	87
too	87
tom	85
which	84
where	82
work	81
things	79
off	78
took	78
can	78
mesa	78
did	77
think	76
way	76
two	75
something	75
now	74
thought	74
only	73
long	73
new	72
going	71
make	70
must	70
here	70
first	69
years	68
people	68
then	67
put	66
life	66
augusta	65
thing	65
crane	64
seemed	63
wife	62
told	62
take	62
knew	60
day	59
ever	59
found	59
money	58
through	58
blake	58
great	58
nothing	58
im	57
night	57
such	57
without	57
rosamond	56
outland	55
away	55
while	55
began	55
id	54
summer	54
looked	54
other	54
face	53
used	53
young	53
morning	53
why	53
along	52
own	52
will	52
oh	51
scott	51
father	50
anything	49
again	49
family	49
might	49
though	48
home	48
many	48
those	48
ive	47
room	47
boy	47
himself	46
want	46
even	46
say	46
hand	45
because	45
once	45
under	44
couldnt	44
right	44
lillian	44
eyes	43
left	43
kind	43
mind	42
head	42
enough	42
turned	41
upon	41
another	41
often	41
give	40
done	40
everything	40
every	40
brought	39
water	39
keep	39
blue	38
canyon	38
study	38
wanted	38
yes	37
course	37
together	37
tell	37
light	37
place	37
days	37
kathleen	36
sat	36
asked	36
feel	36
gone	36
last	36
most	36
thats	36
better	35
wasnt	35
has	35
almost	35
marsellus	35
these	35
look	35
few	34
until	34
dinner	34
door	34
river	34
three	34
university	34
still	34
men	33
ill	33
country	33
behind	33
end	32
kept	32
let	32
city	32
world	32
felt	32
gave	32
ought	31
full	31
quite	31
really	31
cant	31
winter	31
next	31
rather	31
saw	31
wouldnt	30
coming	30
find	30
stood	29
feeling	29
matter	29
looking	29
against	28
heard	28
being	28
chapter	28
sir	28
mother	28
hard	27
should	27
godfrey	27
among	27
lake	27
dark	27
air	27
rock	27
fine	26
getting	26
side	26
black	26
else	26
hadnt	26
table	26
sometimes	26
may	26
round	26
live	26
lunch	26
sort	26
both	26
top	26
roddy	25
talk	25
nice	25
dear	25
hed	25
early	25
remember	25
doctor	25
across	24
deal	24
garden	24
same	24
called	24
best	24
taken	24
since	24
henry	24
cliff	24
wont	24
half	24
poor	24
alone	24
hes	23
theres	23
white	23
part	23
girls	23
stone	23
working	23
daughters	23
cattle	22
town	22
rosie	22
pretty	22
open	22
lay	22
wall	22
set	22
high	22
worked	22
use	22
happened	22
ask	22
red	22
big	21
doing	21
mexico	21
doesnt	21
trail	21
hamilton	21
gold	21
dr	21
woman	21
colour	21
deep	21
given	20
seen	20
myself	20
met	20
evening	20
floor	20
help	20
sun	20
toms	20
far	20
soon	20
hands	20
idea	20
mean	20
between	20
lost	20
hundred	20
rose	20
window	20
washington	20
cut	20
afternoon	20
lying	20
shoulders	20
care	20
children	19
interested	19
building	19
yet	19
cabin	19
four	19
living	19
husband	19
history	19
langtry	19
sure	19
warm	19
professors	19
held	19
beautiful	19
except	18
lived	18
afraid	18
youre	18
clothes	18
suppose	18
paris	18
kitty	18
read	18
am	18
hour	18
year	18
hair	18
coat	18
boys	18
front	18
trouble	18
chicago	18
beside	17
spanish	17
rest	17
mcgregor	17
spent	17
dropped	17
toward	17
stove	17
spoke	17
believe	17
liked	17
lot	17
feet	17
account	17
bright	17
letters	17
above	17
call	17
youll	17
voice	17
itself	17
certainly	17
chair	17
students	17
around	17
youd	17
bed	17
trying	17
outlands	17
soft	16
friends	16
friend	16
late	16
france	16
dollars	16
does	16
papers	16
stairs	16
possible	16
interest	16
each	16
moment	16
walked	16
several	16
week	16
nearly	16
understand	16
strong	16
perhaps	16
edgar	16
spring	16
duchene	16
having	16
heavy	16
least	16
happy	16
indeed	15
second	15
carried	15
sleep	15
hear	15
tarpin	15
bad	15
name	15
stay	15
wide	15
whole	15
low	15
probably	15
fellow	15
hat	15
grey	15
different	15
surely	15
pale	15
north	15
pay	15
daughter	14
talked	14
cliffs	14
yellow	14
noticed	14
unusual	14
walk	14
green	14
pocket	14
train	14
wind	14
begun	14
rosamonds	14
louies	14
making	14
seem	14
youve	14
watch	14
gas	14
during	14
change	14
wish	14
exactly	13
company	13
laboratory	13
papa	13
smithsonian	13
tried	13
try	13
important	13
turn	13
windows	13
however	13
small	13
whether	13
threw	13
real	13
french	13
tired	13
books	13
peters	13
older	13
longer	13
certain	13
arm	13
opened	13
paid	13
narrow	13
run	13
grew	12
nobody	12
proper	12
chin	12
ago	12
purple	12
altogether	12
need	12
show	12
horse	12
meant	12
indians	12
fact	12
covered	12
makes	12
changed	12
indian	12
camp	12
brother	12
patent	12
wait	12
bought	12
taking	12
hook	12
plain	12
weeks	12
glad	12
grown	12
sense	12
known	12
chance	12
pottery	12
ones	12
lectures	12
able	12
sky	12
mine	12
afterward	12
game	11
story	11
tower	11
clear	11
fellows	11
already	11
leave	11
isnt	11
shes	11
murmured	11
priest	11
outside	11
ran	11
reflected	11
comes	11
later	11
mouth	11
flat	11
cold	11
followed	11
edge	11
wed	11
picked	11
faculty	11
anyone	11
human	11
havent	11
spain	11
writing	11
houses	11
desk	11
flowers	11
generous	11
bank	11
thousand	11
clean	11
usually	11
ladies	11
anybody	11
smiled	11
built	11
fall	11
office	11
touch	11
tonight	11
oclock	11
fresh	11
bottom	10
cow	10
supposed	10
possibly	10
stopped	10
stuff	10
weather	10
empty	10
sold	10
plans	10
line	10
lie	10
twenty	10
fire	10
talking	10
close	10
remarked	10
personal	10
merely	10
considered	10
speak	10
nature	10
dead	10
walls	10
square	10
war	10
foolish	10
director	10
dress	10
book	10
hours	10
near	10
buy	10
share	10
becoming	10
yourself	10
forms	10
cavern	10
maybe	10
needed	10
besides	10
engagement	10
hanging	10
become	10
sit	10
job	10
street	10
laughed	10
business	10
growing	10
interesting	10
smile	10
south	10
please	10
less	9
broke	9
student	9
car	9
downstairs	9
reading	9
caught	9
success	9
smooth	9
bring	9
religious	9
person	9
marriage	9
break	9
others	9
cranes	9
bit	9
occurred	9
christmas	9
husbands	9
women	9
influence	9
carry	9
hot	9
grow	9
especially	9
plan	9
places	9
blanket	9
school	9
directly	9
box	9
inside	9
times	9
church	9
below	9
physics	9
suddenly	9
fur	9
upstairs	9
snow	9
hung	9
stayed	9
stones	9
eye	9
law	9
patterns	9
younger	9
breakfast	9
standing	9
trees	9
german	9
truth	9
write	9
either	9
seems	9
presently	9
discovery	9
straight	9
letter	9
youth	9
stranger	9
started	9
experiments	9
lose	9
plenty	9
case	9
word	9
miles	9
perfectly	9
fingers	9
marselluses	9
girl	9
state	9
foot	9
bag	9
running	9
death	9
five	9
wonder	9
months	9
finding	9
heart	9
wondered	9
shut	9
park	9
shall	9
kitchen	8
tribe	8
knows	8
werent	8
offered	8
point	8
notice	8
worn	8
struck	8
return	8
sight	8
smell	8
splendid	8
managed	8
seat	8
usual	8
herself	8
english	8
pleased	8
station	8
skin	8
large	8
pleasure	8
railroad	8
quickly	8
explained	8
rapp	8
easy	8
sea	8
hardly	8
pintildeons	8
carrying	8
engaged	8
drew	8
road	8
augustas	8
classes	8
cedars	8
cared	8
ugly	8
finished	8
drop	8
hurt	8
attention	8
habit	8
third	8
curious	8
grandfather	8
falling	8
grass	8
secretary	8
body	8
trunk	8
leaving	8
subject	8
none	8
duty	8
question	8
sound	8
free	8
luck	8
couch	8
taste	8
friendship	8
sorry	8
behaviour	8
rich	8
pinetrees	8
loved	8
also	8
named	8
themselves	8
order	8
sunday	8
pink	8
remembered	8
easily	8
arts	8
married	8
boat	8
somehow	8
evidently	8
eyebrows	8
hall	8
love	8
party	8
secret	8
lit	8
comfort	8
lips	8
department	7
social	7
lip	7
buildings	7
diningroom	7
salary	7
path	7
intensely	7
midnight	7
worth	7
robert	7
mcgregors	7
sand	7
lecture	7
today	7
lady	7
upper	7
pleasant	7
baby	7
tea	7
court	7
wrote	7
developed	7
american	7
fatherinlaw	7
nose	7
climbed	7
stop	7
kansas	7
common	7
forgot	7
corners	7
middle	7
swimming	7
ideas	7
arrived	7
proud	7
pick	7
studied	7
hope	7
trust	7
evidence	7
weve	7
overcoat	7
thierault	7
save	7
cheeks	7
cover	7
worse	7
fair	7
watched	7
newspapers	7
showed	7
anywhere	7
amused	7
bunch	7
died	7
sunlight	7
sore	7
magnificat	7
fortune	7
bodies	7
happen	7
foreman	7
learned	7
stars	7
trip	7
lamp	7
wore	7
mexican	7
meet	7
herd	7
happiness	7
village	7
climb	7
nights	7
stiff	7
storm	7
ready	7
watching	7
bottle	7
bill	7
dresses	7
rim	7
mr	7
glass	7
decided	7
wifes	7
sick	7
allowed	7
autumn	7
thank	7
dried	7
wooden	7
sitting	7
hotel	7
realize	7
accident	7
forget	7
painted	7
jealous	7
complexion	7
sharp	7
eight	7
begin	7
pulled	7
southwest	7
minute	7
science	7
fiercely	7
design	6
everybody	6
replied	6
simple	6
thousands	6
thick	6
present	6
reached	6
waited	6
whom	6
rent	6
napoleon	6
became	6
wet	6
reason	6
lives	6
mountain	6
figure	6
public	6
presence	6
rodney	6
helped	6
sudden	6
terrible	6
questions	6
tall	6
expected	6
intense	6
play	6
range	6
bitter	6
doubt	6
whatever	6
sent	6
sell	6
realized	6
sunset	6
rooms	6
east	6
instead	6
supplies	6
nest	6
teacher	6
cost	6
dobe	6
sad	6
polite	6
dearest	6
ends	6
affairs	6
step	6
shop	6
bones	6
terribly	6
guess	6
arms	6
ladder	6
jars	6
swim	6
waiting	6
regents	6
hurried	6
entirely	6
mood	6
bother	6
wear	6
original	6
ashamed	6
knowing	6
