the	3336
of	2471
to	2319
and	2318
a	1588
her	1554
in	1317
i	1245
was	1113
it	1096
she	1090
not	985
you	974
that	812
be	812
for	744
with	709
had	699
as	690
but	565
is	546
he	542
at	526
his	524
have	498
by	492
so	467
catherine	426
on	419
they	381
very	376
could	363
all	363
no	349
my	342
which	338
this	335
or	318
were	311
would	309
from	306
been	289
him	278
an	267
what	264
do	263
are	247
their	237
such	234
will	227
if	224
them	223
your	218
me	212
any	209
there	208
only	207
miss	206
am	205
one	204
must	200
more	198
tilney	193
said	178
when	178
mrs	175
than	173
much	170
we	165
being	164
did	160
mr	160
now	160
never	158
how	157
well	157
some	153
should	152
know	145
time	145
before	145
can	143
think	138
herself	138
might	137
own	135
general	132
every	130
isabella	129
other	129
into	128
who	127
thorpe	126
about	122
morland	122
out	120
without	117
after	116
allen	116
though	115
good	115
most	113
nothing	111
say	110
then	106
its	105
young	104
first	104
go	104
little	103
may	103
brother	101
too	100
thought	99
however	98
sure	98
great	97
henry	96
friend	94
has	94
up	94
soon	93
away	92
room	91
day	90
see	90
indeed	90
like	89
upon	89
again	88
man	87
made	87
here	87
shall	87
project	87
dear	86
two	86
always	85
quite	85
having	82
bath	81
even	77
oh	76
ever	76
long	76
make	75
last	74
moment	74
heart	72
way	71
cannot	71
seemed	69
anything	69
just	68
yes	68
give	67
us	66
world	65
eleanor	65
look	65
over	65
father	64
perhaps	64
mind	63
family	61
morning	61
work	61
place	60
almost	60
half	60
down	60
saw	60
till	60
yet	60
catherines	59
come	59
enough	58
felt	58
house	58
another	58
few	58
many	57
hope	57
wish	56
off	56
hour	56
better	56
gutenbergtm	56
home	55
something	55
same	55
three	54
nor	54
going	54
looked	54
himself	53
where	53
these	53
james	52
our	52
passed	52
feelings	51
through	51
minutes	50
while	50
still	50
walk	49
part	49
believe	49
left	49
friends	49
kind	48
read	48
people	48
pleasure	47
each	47
acquaintance	47
found	47
take	47
set	47
back	47
everything	45
whom	45
really	45
new	45
tilneys	45
sister	45
within	44
short	44
evening	44
life	44
happy	43
thing	43
love	43
rest	43
abbey	43
once	43
together	42
street	42
door	42
eyes	42
northanger	41
least	41
tell	40
get	40
suppose	40
between	39
far	39
letter	39
why	39
done	39
came	39
rather	39
went	39
often	38
does	38
heard	38
either	38
men	38
longer	37
happiness	37
john	37
works	37
told	37
spirits	37
next	37
whole	37
directly	37
ten	37
less	37
certainly	36
speak	36
therefore	36
since	36
mother	36
able	36
present	36
hardly	36
subject	36
return	36
those	36
means	35
lady	35
old	35
side	35
end	34
gone	34
hours	34
thorpes	34
woman	34
immediately	34
seen	34
let	34
dance	34
towards	33
allens	33
knew	33
put	33
began	33
hand	32
agreeable	32
things	32
took	32
point	32
party	32
chapter	32
glad	32
neither	31
given	31
possible	31
understand	31
eye	31
account	31
entered	31
use	31
daughter	31
walked	30
gutenberg	30
scarcely	30
seeing	30
whether	30
full	30
themselves	30
under	30
head	30
years	30
right	30
words	30
pretty	29
dare	29
whose	29
received	29
met	29
brothers	29
leave	29
opinion	29
days	29
feel	29
country	28
comfort	28
morlands	28
doubt	28
others	28
open	28
rooms	28
entirely	28
cried	28
captain	28
beyond	28
fullerton	28
poor	28
because	28
already	28
against	28
attention	28
engagement	28
terms	28
five	28
known	27
nature	27
expect	27
exactly	27
electronic	27
fine	27
different	27
round	27
turned	27
ladies	27
looking	27
obliged	27
myself	26
notice	26
hear	26
four	26
sorry	26
called	26
both	26
girl	26
gentleman	26
henrys	26
brought	26
got	25
name	25
foundation	25
else	25
mean	25
isabellas	25
real	25
fathers	25
replied	25
generals	24
common	24
returned	24
view	24
drive	24
affection	24
appearance	24
gave	24
horse	24
carriage	24
delightful	24
idea	24
anybody	24
handsome	24
find	24
partner	24
conversation	23
manner	23
wonder	23
coming	23
used	23
meet	23
pumproom	23
deal	23
large	23
creature	23
interest	23
expected	23
best	23
ease	23
further	23
perfectly	23
engaged	22
surprise	22
power	22
talked	22
strange	22
course	22
person	22
answer	22
appeared	22
son	22
ready	22
added	22
impossible	22
want	22
character	22
wished	22
everybody	22
e	22
money	22
sometimes	22
charming	22
alarm	22
miles	22
struck	22
care	21
forth	21
sight	21
near	21
alone	21
object	21
company	21
woodston	21
taken	21
curiosity	21
children	21
visit	21
continued	21
yourself	21
journey	20
sir	20
small	20
second	20
matter	20
odd	20
fortune	20
sisters	20
doors	20
dearest	20
state	20
question	20
word	20
night	20
situation	20
sudden	19
determined	19
equally	19
arm	19
doing	19
dancing	19
taste	19
saying	19
thinking	19
admiration	19
anxious	19
afraid	19
talk	19
equal	19
agreement	19
fond	19
settled	19
wishes	19
twenty	19
believed	19
ought	19
air	19
past	18
instantly	18
particularly	18
explanation	18
spoke	18
loved	18
greater	18
remember	18
assure	18
allow	18
smile	18
wanted	18
bed	18
thus	18
asked	18
sense	18
cause	18
udolpho	18
itself	18
behind	18
sat	18
friendship	18
forward	18
countenance	18
aware	18
particular	18
gown	18
concern	17
public	17
supposed	17
voice	17
finding	17
fancy	17
occasion	17
business	17
giving	17
distress	17
information	17
turning	17
moments	17
talking	17
satisfied	17
early	17
light	17
heroine	17
stay	17
tired	17
remained	17
greatly	16
apartment	16
instead	16
surprised	16
gallery	16
among	16
closed	16
literary	16
sit	16
high	16
consent	16
length	16
ask	16
mine	16
amazingly	16
silence	16
write	16
call	16
face	16
oclock	16
spite	15
allowed	15
donations	15
license	15
thank	15
promised	15
states	15
true	15
thoughts	15
late	15
conduct	15
servant	15
attended	15
year	15
purpose	15
says	15
desire	15
praise	15
london	15
along	15
smallest	15
reason	15
absence	15
introduced	15
nay	15
close	15
meeting	15
circumstances	15
times	15
making	15
likely	15
hoped	15
perfect	15
turn	15
book	15
convinced	14
drawingroom	14
window	14
delight	14
former	14
delighted	14
hughes	14
future	14
pride	14
thousand	14
weeks	14
greatest	14
stand	14
during	14
certain	14
kindness	14
pulteney	14
tomorrow	14
ill	14
companion	14
ashamed	14
easy	14
affectionate	14
seem	14
fair	14
following	14
whatever	14
madam	14
manners	14
heavens	14
knowledge	14
expectation	14
need	14
appear	14
address	14
change	14
probably	13
became	13
altogether	13
raised	13
copyright	13
easily	13
walls	13
disappointment	13
agitation	13
sitting	13
consequence	13
opportunity	13
minute	13
archive	13
keep	13
choice	13
fresh	13
six	13
age	13
written	13
answered	13
consideration	13
support	13
prevented	13
ago	13
charge	13
dreadful	13
followed	13
natural	13
led	13
help	13
attached	13
sake	13
occurred	13
pleasant	13
degree	13
sort	13
hurry	13
pray	13
beloved	13
united	13
imagination	13
plain	13
nobody	13
excellent	13
angry	13
feeling	13
number	13
eager	13
mistaken	13
effect	12
tears	12
drew	12
women	12
week	12
disappointed	12
hurried	12
besides	12
lost	12
wrong	12
safe	12
anxiety	12
quarter	12
astonishment	12
produced	12
whenever	12
expressed	12
notion	12
hearing	12
listened	12
latter	12
lay	12
haste	12
copy	12
attachment	12
building	12
circumstance	12
caught	12
importance	12
oxford	12
mothers	12
eleanors	12
usual	12
fixed	12
rising	12
death	12
agree	12
suddenly	12
observation	12
kept	12
ball	12
unless	12
writing	12
hair	12
beautiful	12
vain	12
attentions	12
proceeded	12
truth	12
pleased	12
form	12
leisure	12
pain	12
honour	12
spent	12
parting	12
above	11
delay	11
f	11
arrived	11
quick	11
gained	11
ran	11
worth	11
signify	11
dinner	11
hundred	11
income	11
forget	11
sweet	11
milsom	11
except	11
comfortable	11
village	11
distance	11
trust	11
paragraph	11
speaking	11
evil	11
loss	11
happen	11
immediate	11
clifton	11
please	11
fearful	11
secret	11
books	11
monday	11
anyone	11
acquainted	11
thrown	11
beginning	11
looks	11
watch	11
strong	11
declared	11
reading	11
receive	11
twelve	11
assured	11
case	11
figure	11
yours	11
laws	11
joined	11
windows	11
command	11
marriage	11
listen	11
inclination	11
dress	11
learnt	11
afterwards	11
bear	11
shortly	11
advantage	11
judge	11
promise	11
staircase	11
courage	11
crowd	11
difficulty	11
behaviour	11
considerable	11
wind	11
simple	11
heartily	11
blush	11
judgment	11
parted	11
pass	11
important	10
reached	10
particulars	10
access	10
applied	10
attempt	10
otherwise	10
ebook	10
cabinet	10
town	10
difference	10
weather	10
ignorance	10
proof	10
matters	10
folly	10
theatre	10
chief	10
intelligence	10
waiting	10
getting	10
sound	10
spirit	10
wife	10
castle	10
bad	10
show	10
hastily	10
intimacy	10
hopes	10
nonsense	10
volume	10
stopped	10
progress	10
trademark	10
tuesday	10
grew	10
dark	10
breakfast	10
arrival	10
hands	10
daughters	10
sweetest	10
wishing	10
necessary	10
proposed	10
walking	10
beauty	10
uneasy	10
frederick	10
lock	10
hall	10
third	10
formed	10
forced	10
agitated	10
driving	10
nearly	10
tenderness	10
respect	10
lamp	10
persuade	10
agreed	10
muslin	10
habit	10
style	10
painful	10
refund	10
buildings	10
rain	10
wholly	10
affected	10
remain	10
soul	10
understanding	10
rich	10
earnestly	10
resolved	10
stood	10
spoken	10
consider	10
danger	10
stop	10
unpleasant	9
cold	9
acknowledged	9
paid	9
positive	9
prepare	9
road	9
safety	9
description	9
horrid	9
sensible	9
disagreeable	9
conveyed	9
twice	9
fears	9
becoming	9
